seed,prior_name,coordinate,is_active,theta_true_j,map_mean_j,posterior_sd_j,radius,log_prior_mass,log_post_mass,prior_mass,post_mass,log_mass_ratio,mass_ratio,hessian_condition_number,hessian_status,optimisation_status,hessian_device,covariance_device,linear_algebra_fallback,device_used,cuda_available,gpu_name
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,5.071403956558132e-06,-11.498750755023577,-10.093065934215959,1.0142756475040043e-05,4.136539342877764e-05,1.4056848208076183,4.078318702669467,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,7.017038286703823e-06,-11.174029161903244,-9.76834239533882,1.4033978096184013e-05,5.7235146708088776e-05,1.4056867665644237,4.078326638093558,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,9.709111468707553e-06,-10.849308315209663,-9.443618856347406,1.9418034404972157e-05,7.919330018487864e-05,1.4056894588622573,4.0783376181783115,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,1.3433993325988988e-05,-10.52458850132505,-9.118895317138323,2.6867625710802458e-05,0.00010957565685161591,1.4056931841867275,4.078352811337537,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,1.8587918911465637e-05,-10.19987011646623,-8.794171777517752,3.717514681000902e-05,0.00015161414603727242,1.4056983389484774,4.078373834328796,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,2.571913809059347e-05,-9.875153708877038,-8.469448237105478,5.143695325571245e-05,0.00020978062059840737,1.4057054717715598,4.078402924751569,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,3.558623573050966e-05,-9.550440037117518,-8.144724695177736,7.116993876077332e-05,0.00029026255132239947,1.405715341939782,4.078443179473174,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,4.9238826317067415e-05,-9.225730150759178,-7.820001150349168,9.847280386932052e-05,0.0004016212207984552,1.4057290004100098,4.078498885148343,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,6.812920690579608e-05,-8.901025502014923,-7.4952775999671815,0.0001362491310555881,0.0005557024326994481,1.4057479020477412,4.07857597618533,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
0,laplace,2,False,0.0,0.059191804830160816,0.05643210527036485,9.426684551178853e-05,-8.576328100190999,-7.170554038953604,0.00018851591966406747,0.0007688966145196353,1.4057740612373948,4.07868266982331,1330.340879465356,positive_definite,converged,cpu,cpu,none,cpu,False,
