seed,dimension,epsilon,tau,family,objective,learned_means,learned_scales,learned_weights,learned_weight_component_2,device_used,cuda_available,gpu_name,training_device,evaluation_device,eval_batch_size,gpu_memory_allocated_mb,gpu_memory_reserved_mb
1,2,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.49695074031539,1.499272460887751],[0.0024378818895983575,-0.002763839519353128]]","[[1.0015702370346748,0.9929705368491305],[0.049450879649384084,0.04991622805679491]]","[0.9515370665738372,0.0484629334261628]",0.0484629334261628,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,exclusive_kl,"[1.4870788151803769,1.4906524784356832]","[1.0028546744840807,1.0021048063952844]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.499938119027343,1.501024509931799],[0.0034000728966930125,-0.0010987969141569283]]","[[1.0048553500209838,0.9966199890401919],[0.09930126320772621,0.09915544607217898]]","[0.9502755789668564,0.0497244210331436]",0.0497244210331436,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,inclusive_kl,"[1.4257290362160677,1.4277891253754096]","[1.028185926747873,1.0199899650346844]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4969919741915032,1.499312823408541],[-0.0010545325341955098,-0.004564265276297325]]","[[1.0015059025145712,0.9929357617229863],[0.09919489497284721,0.09974681123821104]]","[0.9517377900020053,0.048262209997994805]",0.048262209997994805,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,exclusive_kl,"[1.4835360116091005,1.5016683435704477]","[1.0066257526975377,0.9976277687033253]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5005081281767285,1.5013880421995782],[-0.0005583754282874857,0.0006361901564036057]]","[[1.0045668948536386,0.9964082873484864],[0.049914998342988126,0.049846137249827324]]","[0.9004101323621256,0.0995898676378743]",0.0995898676378743,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,inclusive_kl,"[1.348276476419396,1.3472580671722139]","[1.0493071163996217,1.0557445616319572]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4982418773465414,1.497193604579022],[0.00043794421713315044,-0.0019513620307402908]]","[[0.9998290010495746,1.0069987775934715],[0.050372018277220806,0.05059496498061329]]","[0.9009387075808587,0.09906129241914144]",0.09906129241914144,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,exclusive_kl,"[1.4826007721209047,1.4866182122499736]","[1.0043652197538335,1.0031031489925908]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.4998807443423907,1.5013111937752674],[-0.0010403705961813644,-0.00035537081316362935]]","[[1.0049126012300809,0.9964605663854671],[0.09958556754642597,0.09964842497524531]]","[0.9003715626120424,0.09962843738795764]",0.09962843738795764,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,inclusive_kl,"[1.3482024692739183,1.3470314916362922]","[1.0497907825763821,1.0564153651633539]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4976872436686608,1.4965878707590796],[0.0009562591514726054,-0.0067433195412794356]]","[[0.999982254498942,1.0072023672248214],[0.10065803566519334,0.1009743582499706]]","[0.901181516257695,0.09881848374230505]",0.09881848374230505,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.01,0.05,diagonal_gaussian,exclusive_kl,"[1.5048641992850724,1.5134902306714113,1.4937234365814385,1.5022482650941988,1.4995344103453934,1.5026818000013369,1.5083474536694697,1.5071295528010868,1.50029041365278,1.4977495031433055]","[0.9941336878724759,0.9954162283030703,1.0040694389613138,1.0058277217624567,1.004729332111865,0.9971387883073485,1.0055368151646378,1.0043004288294721,1.002762301516338,0.9999482228530245]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.01,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5045782599720539,1.5038798085268363,1.491732934750714,1.4990591107148876,1.501637755648252,1.495682037015393,1.5012576866138312,1.489161397524293,1.5007593877636602,1.4988513368754715],[0.0009665289117383103,0.0013996932055571098,-0.0023343770363016087,0.003108256791725902,-0.0005093145814694068,0.0009824790676619512,0.000747381933621454,0.0010971740633517108,0.00035765562402419215,0.00027157815916539546]]","[[0.9984120225678907,0.9983007335469901,1.0014835482584459,1.006814002372755,1.0015904712117458,0.9975599529721771,0.9899851046038352,1.0005167487144713,1.0018027013587925,1.0048826446023125],[0.04968012283578354,0.05010439168608633,0.050055401391197844,0.050419458035531675,0.049521923210227185,0.0501540196777719,0.04991738338623796,0.05015522451977814,0.04977118056510036,0.05071535757662281]]","[0.9900280114110319,0.009971988588968032]",0.009971988588968032,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.01,0.05,diagonal_gaussian,inclusive_kl,"[1.4906584316071863,1.4801338679076992,1.4891820293110314,1.4852538980525658,1.4815880724955863,1.477693612118983,1.487419474024188,1.4728238701307634,1.483114010913482,1.4888552184500687]","[1.0100988164834503,1.0020795890392549,1.0050583780201923,1.0048431167920389,0.9982917721303967,1.005621885272064,1.0016098156067286,1.0064022193432474,1.0105596003217339,1.0027394919383916]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.01,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.5054514402775097,1.494746679240851,1.5040035502139364,1.4999929348242371,1.496425568587172,1.4923573287290475,1.5021732654593576,1.4874886722653229,1.4978735618563481,1.503723255587441],[0.0054204194551759335,0.0009837681786789474,-0.0016439998708618537,0.004857031420215225,-0.0006567139949836972,0.0010858734483848854,0.002021556314963293,0.002163470861186224,0.007810054219168007,0.006445454924662785]]","[[1.0040678341092042,0.9962957798125511,0.998913950838583,0.9988730017190124,0.9923023921183654,0.9997845990119074,0.9957111625341856,1.000644439061911,1.0045498709643323,0.9966789023942525],[0.04955640159166362,0.050289375629689846,0.05023761427004657,0.04958367818163044,0.05224926226576789,0.050386444307094144,0.050704054087491165,0.05031741219503849,0.05197119873149067,0.050010854799733176]]","[0.9900808362724082,0.009919163727591745]",0.009919163727591745,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.01,0.1,diagonal_gaussian,exclusive_kl,"[1.5048641992850724,1.5134902306714113,1.4937234365814385,1.5022482650941988,1.4995344103453934,1.5026818000013369,1.5083474536694697,1.5071295528010868,1.50029041365278,1.4977495031433055]","[0.9941336878724759,0.9954162283030703,1.0040694389613138,1.0058277217624567,1.004729332111865,0.9971387883073485,1.0055368151646378,1.0043004288294721,1.002762301516338,0.9999482228530245]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.01,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5045781788507369,1.503879822032344,1.4917328931538505,1.49905902596478,1.5016377105687906,1.4956819932093957,1.5012577390946593,1.489161370068819,1.500759450161253,1.4988512588083176],[0.0024171217184791294,-0.0019900696509556996,-0.0014107353286636774,0.0017073519416679662,-0.0029779160641425335,-0.002527766976823738,-0.00032686474028047804,0.004235470208481251,-0.002409194660552957,0.0032287027663334142]]","[[0.9984120121947571,0.9983007409656943,1.0014835581625179,1.0068139553354023,1.0015904699255909,0.9975599464206728,0.9899850372718234,1.000516768330997,1.0018027051897003,1.0048826823554278],[0.09937602697952683,0.10020446636650432,0.1001617138078901,0.10083973370957378,0.0990555073026948,0.10031410881858233,0.09983333554315989,0.10028737521971723,0.09950963218764486,0.10138598856467956]]","[0.9900185868548902,0.009981413145109745]",0.009981413145109745,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.01,0.1,diagonal_gaussian,inclusive_kl,"[1.4907058697808977,1.4801618294929952,1.48920628091537,1.4852803113924502,1.4815515791331095,1.4777205564877187,1.4874515004292008,1.4728443450674547,1.4831785538286377,1.4888617427116104]","[1.0100644361367468,1.0020933974238575,1.0050674108798592,1.0048460086810964,0.998389740915202,1.0056175805180017,1.0016001154871368,1.0064076467597503,1.0105071933766712,1.002773579271895]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.01,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.5054514402619152,1.494746679173448,1.5040035502013607,1.4999929348117742,1.4964255685732224,1.4923573287126883,1.5021732654485247,1.4874886722485798,1.4978735618460577,1.5037232555893008],[0.009800115435659205,0.005803139069387304,0.005259354746957016,0.005645161978723209,-0.007878169616451249,0.005808754269548118,0.006894152644486185,0.004256989936481971,0.012241510256311738,0.001460997094788308]]","[[1.004067834126168,0.9962957798270712,0.9989139508418893,0.9988730017230529,0.9923023921258769,0.9997845990175448,0.9957111625381951,1.0006444390672153,1.0045498709675837,0.9966789023999817],[0.09898791194706975,0.10038890243793834,0.10005240546318855,0.09904704117921867,0.10414083672007671,0.10059022857571172,0.10123347950027194,0.1004793910907062,0.10395897640649342,0.0996867261150391]]","[0.9900808362842176,0.009919163715782348]",0.009919163715782348,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.05,0.05,diagonal_gaussian,exclusive_kl,"[1.5048641992850724,1.5134902306714113,1.4937234365814385,1.5022482650941988,1.4995344103453934,1.5026818000013369,1.5083474536694697,1.5071295528010868,1.50029041365278,1.4977495031433055]","[0.9941336878724759,0.9954162283030703,1.0040694389613138,1.0058277217624567,1.004729332111865,0.9971387883073485,1.0055368151646378,1.0043004288294721,1.002762301516338,0.9999482228530245]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.05,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5045786678000703,1.5038802005688428,1.4917332829677683,1.4990602756109728,1.5016380653834764,1.495682263813883,1.5012564968607065,1.4891623081615104,1.500759409310715,1.4988527914770255],[0.0008225114975486238,0.0014691467625341252,-0.0024517500755972923,0.0031168754478809397,-0.00042386858377487565,0.0009497455287485269,0.0007373251959069162,0.0011061245298513325,0.00037956078294783605,0.0002107511618914073]]","[[0.9984121674721267,0.998300350150544,1.0014833581342044,1.0068137776647608,1.0015900994454696,0.9975604556909883,0.9899859902462721,1.0005163594154698,1.001801475215735,1.0048823490776293],[0.049671681275357406,0.050100119986544164,0.05003721046056258,0.05041669654330736,0.04951216750094593,0.050145979125764545,0.04991594544767346,0.05016394473419986,0.04978302539836227,0.05073028803464231]]","[0.9502923008152557,0.049707699184744304]",0.049707699184744304,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.05,0.05,diagonal_gaussian,inclusive_kl,"[1.4250048210634993,1.4175475763570011,1.429417236488564,1.41400840657261,1.4291539702168545,1.4221340820353559,1.4149530521514482,1.411753804810508,1.4253090428668778,1.4222572370239215]","[1.0233233374079596,1.0292413383258658,1.0266784488225091,1.031909373239868,1.0313000425698728,1.0206438969349831,1.0293551792224607,1.031371224607365,1.0288370620878096,1.020679724184376]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.5034584510331666,1.4958163132623976,1.5082261813229751,1.4917920894216665,1.5080331600431918,1.500538890356414,1.4929176476476556,1.489751880311807,1.503855938771265,1.500576039381267],[0.0032823833745960597,-0.002829542904242832,0.0045008001156493236,-0.00035804792666137243,0.003044004377691698,-0.00210891962889873,-0.0031491452432795054,-0.005965499641123287,0.000740695112208223,0.0006733590535587776]]","[[0.9937530452458562,1.0003651885630882,0.9961719120298713,1.003553645878918,1.0010820145279407,0.9911189718650742,1.0001861720010088,1.0035626822829393,0.9993276607560588,0.9912918535991017],[0.04925432165372315,0.050607093578306686,0.04986617847895629,0.05085758994314092,0.050672633113881066,0.050203451914158675,0.05047399545636752,0.050467395624337205,0.049121406895360535,0.05024883581438683]]","[0.948587494892407,0.051412505107593015]",0.051412505107593015,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.05,0.1,diagonal_gaussian,exclusive_kl,"[1.5048641992850724,1.5134902306714113,1.4937234365814385,1.5022482650941988,1.4995344103453934,1.5026818000013369,1.5083474536694697,1.5071295528010868,1.50029041365278,1.4977495031433055]","[0.9941336878724759,0.9954162283030703,1.0040694389613138,1.0058277217624567,1.004729332111865,0.9971387883073485,1.0055368151646378,1.0043004288294721,1.002762301516338,0.9999482228530245]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5045775874508949,1.5038805083005473,1.491733033464973,1.499059490209543,1.5016374883832637,1.495681591234585,1.5012573123429462,1.4891618299966245,1.500760240642975,1.498851330427662],[0.0025390534655776046,-0.0020583057125141773,-0.0014795559885796257,0.0017680348865821624,-0.003102358728766014,-0.0024503883680373666,-0.00019599781446253165,0.004186815138148637,-0.0023532650612508015,0.0032815125491188844]]","[[0.998412158329998,0.9983005456438877,1.001483790938172,1.0068136803373882,1.001590190804348,0.9975602609177529,0.9899853089021636,1.0005164134539217,1.001801405864221,1.00488256629346],[0.09936111142696141,0.10019507216293773,0.10012754911172009,0.10083468623347658,0.09903513792052676,0.10030048977365998,0.09983111090168176,0.1003049967831567,0.09953064208382752,0.10141360919591245]]","[0.9501139000041762,0.049886099995823864]",0.049886099995823864,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.05,0.1,diagonal_gaussian,inclusive_kl,"[1.424893499444846,1.4174216716575083,1.4293713203475589,1.414159624827487,1.4292523182957586,1.4220852196859497,1.4149661315524298,1.4116715672399014,1.4252785542462472,1.4222829454729797]","[1.0236647204019673,1.0296070804588637,1.0269337320544112,1.031884272473938,1.0313268196014163,1.0208972175029767,1.0295390610715072,1.0316868353011082,1.029068027740451,1.0208393804899374]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.5034584508284998,1.495816313345156,1.508226181185093,1.4917920894084897,1.508033160172854,1.5005388903479266,1.4929176475487442,1.4897518803267618,1.5038559385947912,1.5005760393019563],[0.00019411149643357357,-0.006779025600673833,0.00030529294736886346,0.0014726161029526574,-0.0010054278564923013,-0.0021720205133933727,-0.00614030876553782,-0.005955263547471833,0.001019047194920168,0.002183314538049737]]","[[0.9937530452144057,1.000365188585668,0.996171912022562,1.003553645849688,1.0010820145235686,0.9911189718427745,1.0001861720512215,1.0035626822642696,0.9993276607368808,0.9912918535757513],[0.09822486349827719,0.10113777978181973,0.09981352728705889,0.10159564069498302,0.10125303126310199,0.10031491498986382,0.10085225396049564,0.10086146905719717,0.09810052995439264,0.10041979536148413]]","[0.948587494955888,0.05141250504411204]",0.05141250504411204,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.1,0.05,diagonal_gaussian,exclusive_kl,"[1.5048641992850724,1.5134902306714113,1.4937234365814385,1.5022482650941988,1.4995344103453934,1.5026818000013369,1.5083474536694697,1.5071295528010868,1.50029041365278,1.4977495031433055]","[0.9941336878724759,0.9954162283030703,1.0040694389613138,1.0058277217624567,1.004729332111865,0.9971387883073485,1.0055368151646378,1.0043004288294721,1.002762301516338,0.9999482228530245]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.504576198609044,1.5038811982672293,1.4917319919480807,1.4990594873564556,1.50163568849911,1.4956823303832598,1.5012565817642969,1.4891631878643727,1.5007629057351244,1.4988482750643741],[0.0008241924153609603,0.0014730533903993441,-0.0024559630074972366,0.003115845400120868,-0.0004235071819422853,0.00095039773965208,0.0007349279045213272,0.0011095975654041885,0.00037992255580906315,0.00020928622925123317]]","[[0.9984109314786017,0.9982999837330911,1.0014839552703312,1.0068132728959331,1.0015897763140826,0.9975604827254232,0.989983958620299,1.0005155226378817,1.0017998767964955,1.0048818835563387],[0.04967330210138107,0.05009986624879797,0.050038045553646965,0.0504158506348665,0.049512366880112346,0.050146194500989325,0.0499156439469612,0.05016418026039826,0.04978218702211992,0.05072965564979676]]","[0.900379773449727,0.09962022655027306]",0.09962022655027306,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.1,0.05,diagonal_gaussian,inclusive_kl,"[1.3524555568666239,1.3385539329733742,1.3489308781621114,1.3573946975114053,1.3562091739838553,1.3487245441296671,1.3514348359849297,1.3470915310315597,1.349164856888613,1.351786779139334]","[1.0411801622053316,1.046012620857295,1.0508177093213393,1.0434106906511877,1.051568170053619,1.0429646170277074,1.0504657400649207,1.0528472130616586,1.0483854814270366,1.0472642758315887]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.5011283865190581,1.4857185962495256,1.4973590810872281,1.5065566789615314,1.5051246574715373,1.4969396739606422,1.4997765752095458,1.495067350143764,1.4973031096047962,1.500384598356461],[0.0015936053139320606,0.006250937879588503,-0.0006229480454602547,0.0010468819046735075,-0.0041449176822226565,-0.0025537185730724883,-0.003821059331063641,-0.0015602456973629543,0.0012315817022052055,-0.003953731403646342]]","[[0.9907513389735046,0.9990469427905929,0.9993621313621798,0.9930336980106481,1.0018985415388206,0.9932558392935334,1.0007039853621598,1.003745217619582,0.9989024301726428,0.9978982373214494],[0.049986883785595605,0.04940191907872198,0.04960220855476263,0.04970402317122738,0.04990237521706751,0.0495511913777031,0.04975333555403564,0.050456747866963796,0.05015985274690857,0.04964439394874123]]","[0.9003970758196763,0.09960292418032358]",0.09960292418032358,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.1,0.1,diagonal_gaussian,exclusive_kl,"[1.5048641992850724,1.5134902306714113,1.4937234365814385,1.5022482650941988,1.4995344103453934,1.5026818000013369,1.5083474536694697,1.5071295528010868,1.50029041365278,1.4977495031433055]","[0.9941336878724759,0.9954162283030703,1.0040694389613138,1.0058277217624567,1.004729332111865,0.9971387883073485,1.0055368151646378,1.0043004288294721,1.002762301516338,0.9999482228530245]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5045784298504443,1.5038803674781163,1.491732875060572,1.4990588726422798,1.5016367736037581,1.4956814851979727,1.5012587986610775,1.4891601280066917,1.5007612521619804,1.498847447418042],[0.0025450653325654986,-0.002047466418619974,-0.0014943674944337799,0.0017853434379261034,-0.003105091484803068,-0.002443208920724852,-0.00018985495844613077,0.0041903135980580885,-0.0023442235650652813,0.0032808213103487404]]","[[0.9984107679225434,0.9983011242043728,1.0014846489905282,1.0068143165797128,1.0015905950324453,0.997559832787591,0.9899840323667759,1.000515803474239,1.0018029768081873,1.004880922018891],[0.09936140286591204,0.10019470454613695,0.10012948055507676,0.10083149167313457,0.0990352191222308,0.10030068956607811,0.09983030845629816,0.10030574596644365,0.09953087274403562,0.10141385681340054]]","[0.9000976285011032,0.09990237149889679]",0.09990237149889679,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.1,0.1,diagonal_gaussian,inclusive_kl,"[1.3523685944422064,1.3384527588381534,1.34897452905969,1.35729608271343,1.356395812268118,1.3486652749126158,1.3515420366218174,1.3471848559319342,1.3493033983453782,1.3516422734152007]","[1.041658203723805,1.0464714544805855,1.0510687954510305,1.0438700296604901,1.0516786269014218,1.0433949835904832,1.0506722438924492,1.0530852046009938,1.048545386670953,1.047804009042431]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
1,10,0.1,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.5011283864883767,1.485718596226471,1.497359081080644,1.506556678938976,1.5051246574463575,1.4969396739424665,1.499776575185013,1.4950673501344558,1.4973031095780465,1.5003845983339672],[-0.0023838068509581286,0.004928594391152396,0.004077403949505793,0.00036918440846877263,-0.005040197528303427,-0.00637658214203873,-0.0028171416437335305,0.003509745574117043,0.00509718318044551,-0.0021988363124706366]]","[[0.9907513389781165,0.9990469427959726,0.9993621313672791,0.9930336980189368,1.0018985415496449,0.9932558393006605,1.0007039853693613,1.0037452176260095,0.9989024301759967,0.9978982373241534],[0.09996690270713865,0.09879256843666656,0.09925179791384743,0.09942155383362314,0.09982645044448983,0.09903572949441763,0.09934788049131492,0.10086998691473621,0.10031547655342367,0.0991863803071652]]","[0.9003970758208822,0.09960292417911774]",0.09960292417911774,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.01,0.05,diagonal_gaussian,exclusive_kl,"[1.4951193718454374,1.5079147134367952]","[1.004740217015401,1.0121503196638597]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.01,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5041313738629793,1.4963429737898182],[0.0012689577560372404,0.00020634256715330835]]","[[1.0012768564736594,0.9986109661092355],[0.0490856847155375,0.05131834393313641]]","[0.9899066842420318,0.01009331575796815]",0.01009331575796815,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.01,0.05,diagonal_gaussian,inclusive_kl,"[1.470997469907125,1.485438010949648]","[1.0006063133896934,1.0077040249981923]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.01,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4858690383074447,1.500486360843923],[0.006672254151721036,0.007211128232838068]]","[[0.9947932594909703,1.0015175896886321],[0.05108946495366946,0.05087406450509302]]","[0.9901066105029729,0.00989338949702721]",0.00989338949702721,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.01,0.1,diagonal_gaussian,exclusive_kl,"[1.4951920066426763,1.5020598806360763]","[1.004886627598229,1.0150549893739866]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.01,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5045585387029479,1.495527814052304],[-0.001685911427836622,0.0007876932037221757]]","[[1.0009624601070164,0.9991944261208473],[0.09718458041496468,0.10489332257312312]]","[0.9898280103253451,0.010171989674654913]",0.010171989674654913,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.01,0.1,diagonal_gaussian,inclusive_kl,"[1.4710217492702922,1.4854307896808856]","[1.0006126931214137,1.0077679975253233]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.01,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.486153647617137,1.500664256111189],[-0.0036081547534113217,0.004932904399259134]]","[[0.9945593734243947,1.0014931132716354],[0.1014226525859473,0.10326342784994774]]","[0.9900762658169454,0.009923734183054514]",0.009923734183054514,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.05,0.05,diagonal_gaussian,exclusive_kl,"[1.4891281409495896,1.5058401931006158]","[1.007123913548514,1.0125934831584507]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.05,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5041242573924933,1.4956546983299357],[0.003891011281621944,9.345106073410756e-06]]","[[1.0012987437713288,0.998983081533009],[0.049347353175376855,0.05007737863064937]]","[0.9501289773114108,0.049871022688589166]",0.049871022688589166,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.05,0.05,diagonal_gaussian,inclusive_kl,"[1.412852432469456,1.4322982612261252]","[1.026258224501942,1.0299690723636763]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4859207134281613,1.506202064825747],[0.006994427057648837,0.0012919275524421456]]","[[1.0002643359300254,1.0020007535694209],[0.04995099209458732,0.05121821083287269]]","[0.949487909378568,0.05051209062143206]",0.05051209062143206,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.05,0.1,diagonal_gaussian,exclusive_kl,"[1.4855476583190013,1.4912090025565368]","[1.0079334128156041,1.0194962135663008]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5045417417434692,1.4956384422309725],[0.0029647692719296445,0.0036679823164667753]]","[[1.0010646869165336,0.9990842972163946],[0.100347377262122,0.10037173845390386]]","[0.9499508302764086,0.05004916972359143]",0.05004916972359143,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.05,0.1,diagonal_gaussian,inclusive_kl,"[1.413041923086123,1.4322888670553808]","[1.026191428945588,1.0301839171192881]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4864906977435182,1.506905874966729],[0.01121738687591168,0.002183603940714815]]","[[1.0000474260941141,1.001788218781106],[0.10047173179568623,0.10178268545442652]]","[0.9493340298776497,0.050665970122350315]",0.050665970122350315,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.1,0.05,diagonal_gaussian,exclusive_kl,"[1.4864690969393295,1.5029607043256126]","[1.0083179282639518,1.0137863945360632]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5043058987214726,1.4956150539459165],[0.0009831052169194995,-0.0005148179432868874]]","[[1.0011628174408265,0.999001370875076],[0.049678471502237545,0.0499713324533386]]","[0.8997334121655264,0.10026658783447358]",0.10026658783447358,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.1,0.05,diagonal_gaussian,inclusive_kl,"[1.3393865575780939,1.3500001080062902]","[1.0426571271086886,1.049081254360984]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4846395876165746,1.4957836026846976],[0.002032205945012088,-0.0019991894265506166]]","[[0.9962356344452921,1.0009082693516713],[0.04993642882865252,0.04960536862291683]]","[0.901911622815527,0.09808837718447316]",0.09808837718447316,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.1,0.1,diagonal_gaussian,exclusive_kl,"[1.4771940804931445,1.4845512808588006]","[1.0112128379230596,1.0217629508261272]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,"[[1.5044895253681272,1.4957971108767638],[0.0013063501431075052,0.002340869644547315]]","[[1.001102435434403,0.9989784520502504],[0.10032317970760524,0.09960479604273652]]","[0.8989055775779926,0.10109442242200728]",0.10109442242200728,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.1,0.1,diagonal_gaussian,inclusive_kl,"[1.3391979600212316,1.3501876083993372]","[1.0432670107688982,1.0491776742164456]",[1.0],,cpu,False,,cpu,cpu,65536,0.0,0.0
2,2,0.1,0.1,diagonal_gaussian_mixture_2,inclusive_kl,"[[1.4853897946997163,1.496376130609565],[-0.002436026071935826,-0.004441348559949918]]","[[0.9958360747191076,1.0007790394529905],[0.10011523292035676,0.09922232832386232]]","[0.9016175971353184,0.09838240286468167]",0.09838240286468167,cpu,False,,cpu,cpu,65536,0.0,0.0
