seed,dimension,epsilon,tau,family,objective,radius,q_inside_count,q_total_count,q_mass_reliability,device_used,cuda_available,gpu_name,training_device,evaluation_device,eval_batch_size,gpu_memory_allocated_mb,gpu_memory_reserved_mb
0,10,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.11858541225631425,1934,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.158113883008419,7200,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.2371708245126285,12973,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.316227766016838,13175,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian,exclusive_kl,0.158113883008419,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian,exclusive_kl,0.2371708245126285,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian,exclusive_kl,0.316227766016838,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian,exclusive_kl,0.474341649025257,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian,exclusive_kl,0.632455532033676,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.158113883008419,130,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.2371708245126285,2045,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.316227766016838,7362,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.474341649025257,12856,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.632455532033676,13031,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian,inclusive_kl,0.158113883008419,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian,inclusive_kl,0.2371708245126285,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian,inclusive_kl,0.316227766016838,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian,inclusive_kl,0.474341649025257,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian,inclusive_kl,0.632455532033676,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.158113883008419,123,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.2371708245126285,1984,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.316227766016838,7272,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.474341649025257,12975,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.632455532033676,13175,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian,exclusive_kl,0.0790569415042095,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian,exclusive_kl,0.11858541225631425,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian,exclusive_kl,0.158113883008419,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian,exclusive_kl,0.2371708245126285,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian,exclusive_kl,0.316227766016838,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.0790569415042095,251,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.11858541225631425,4093,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.158113883008419,14679,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.2371708245126285,25781,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.316227766016838,26111,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian,inclusive_kl,0.0790569415042095,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian,inclusive_kl,0.11858541225631425,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian,inclusive_kl,0.158113883008419,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian,inclusive_kl,0.2371708245126285,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian,inclusive_kl,0.316227766016838,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.0790569415042095,227,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.11858541225631425,3909,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.158113883008419,14280,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.2371708245126285,25552,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.316227766016838,25918,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian,exclusive_kl,0.158113883008419,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian,exclusive_kl,0.2371708245126285,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian,exclusive_kl,0.316227766016838,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian,exclusive_kl,0.474341649025257,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian,exclusive_kl,0.632455532033676,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.158113883008419,257,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.2371708245126285,4113,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.316227766016838,14733,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.474341649025257,25900,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.632455532033676,26231,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian,inclusive_kl,0.158113883008419,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian,inclusive_kl,0.2371708245126285,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian,inclusive_kl,0.316227766016838,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian,inclusive_kl,0.474341649025257,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian,inclusive_kl,0.632455532033676,0,262144,unreliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.158113883008419,238,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.2371708245126285,3940,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.316227766016838,14315,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.474341649025257,25562,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
0,10,0.1,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.632455532033676,25918,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian,exclusive_kl,0.03535533905932738,19,262144,weak,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian,exclusive_kl,0.05303300858899108,41,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian,exclusive_kl,0.07071067811865477,72,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian,exclusive_kl,0.10606601717798216,161,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian,exclusive_kl,0.14142135623730953,279,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.03535533905932738,561,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.05303300858899108,1099,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.07071067811865477,1628,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.10606601717798216,2387,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.14142135623730953,2747,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian,inclusive_kl,0.03535533905932738,19,262144,weak,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian,inclusive_kl,0.05303300858899108,38,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian,inclusive_kl,0.07071067811865477,75,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian,inclusive_kl,0.10606601717798216,172,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian,inclusive_kl,0.14142135623730953,299,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.03535533905932738,553,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.05303300858899108,1080,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.07071067811865477,1621,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.10606601717798216,2392,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.14142135623730953,2762,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian,exclusive_kl,0.07071067811865477,70,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian,exclusive_kl,0.10606601717798216,163,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian,exclusive_kl,0.14142135623730953,274,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian,exclusive_kl,0.2121320343559643,644,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian,exclusive_kl,0.28284271247461906,1151,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.07071067811865477,634,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.10606601717798216,1241,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.14142135623730953,1874,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.2121320343559643,2899,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.28284271247461906,3643,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian,inclusive_kl,0.07071067811865477,75,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian,inclusive_kl,0.10606601717798216,172,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian,inclusive_kl,0.14142135623730953,299,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian,inclusive_kl,0.2121320343559643,678,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian,inclusive_kl,0.28284271247461906,1204,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.07071067811865477,606,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.10606601717798216,1199,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.14142135623730953,1824,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.2121320343559643,2862,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.01,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.28284271247461906,3622,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian,exclusive_kl,0.03535533905932738,21,262144,weak,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian,exclusive_kl,0.05303300858899108,39,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian,exclusive_kl,0.07071067811865477,71,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian,exclusive_kl,0.10606601717798216,158,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian,exclusive_kl,0.14142135623730953,284,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.03535533905932738,2891,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.05303300858899108,5631,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.07071067811865477,8302,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.10606601717798216,11786,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.14142135623730953,13043,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian,inclusive_kl,0.03535533905932738,20,262144,weak,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian,inclusive_kl,0.05303300858899108,49,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian,inclusive_kl,0.07071067811865477,88,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian,inclusive_kl,0.10606601717798216,198,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian,inclusive_kl,0.14142135623730953,362,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.03535533905932738,2832,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.05303300858899108,5505,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.07071067811865477,8096,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.10606601717798216,11469,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.14142135623730953,12662,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,exclusive_kl,0.07071067811865477,71,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,exclusive_kl,0.10606601717798216,162,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,exclusive_kl,0.14142135623730953,280,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,exclusive_kl,0.2121320343559643,646,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,exclusive_kl,0.28284271247461906,1179,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.07071067811865477,2975,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.10606601717798216,5782,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.14142135623730953,8522,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.2121320343559643,12224,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.28284271247461906,13798,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,inclusive_kl,0.07071067811865477,86,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,inclusive_kl,0.10606601717798216,198,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,inclusive_kl,0.14142135623730953,363,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,inclusive_kl,0.2121320343559643,825,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian,inclusive_kl,0.28284271247461906,1467,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.07071067811865477,2858,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.10606601717798216,5593,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.14142135623730953,8256,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.2121320343559643,11852,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.05,0.1,diagonal_gaussian_mixture_2,inclusive_kl,0.28284271247461906,13397,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,exclusive_kl,0.03535533905932738,18,262144,weak,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,exclusive_kl,0.05303300858899108,38,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,exclusive_kl,0.07071067811865477,73,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,exclusive_kl,0.10606601717798216,162,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,exclusive_kl,0.14142135623730953,286,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.03535533905932738,5791,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.05303300858899108,11272,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.07071067811865477,16552,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.10606601717798216,23432,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,exclusive_kl,0.14142135623730953,25799,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,inclusive_kl,0.03535533905932738,31,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,inclusive_kl,0.05303300858899108,64,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,inclusive_kl,0.07071067811865477,116,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,inclusive_kl,0.10606601717798216,254,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian,inclusive_kl,0.14142135623730953,463,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.03535533905932738,5635,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.05303300858899108,10984,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.07071067811865477,16215,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.10606601717798216,23147,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.05,diagonal_gaussian_mixture_2,inclusive_kl,0.14142135623730953,25600,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,exclusive_kl,0.07071067811865477,73,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,exclusive_kl,0.10606601717798216,171,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,exclusive_kl,0.14142135623730953,284,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,exclusive_kl,0.2121320343559643,663,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,exclusive_kl,0.28284271247461906,1197,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.07071067811865477,5844,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.10606601717798216,11406,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.14142135623730953,16768,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.2121320343559643,23882,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian_mixture_2,exclusive_kl,0.28284271247461906,26590,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,inclusive_kl,0.07071067811865477,117,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,inclusive_kl,0.10606601717798216,256,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,inclusive_kl,0.14142135623730953,469,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,inclusive_kl,0.2121320343559643,1035,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
1,2,0.1,0.1,diagonal_gaussian,inclusive_kl,0.28284271247461906,1856,262144,reliable,cpu,False,,cpu,cpu,65536,0.0,0.0
