a_p,a_q,r,mc_p_mass,mc_q_mass,mc_local_mass_ratio,mc_samples,mc_p_count_inside,mc_q_count_inside
1.0,1.0,0.11253355826007645,0.0905,0.08875,0.9806629834254144,200000,18100,17750
1.0,1.0,0.13836480680324595,0.11043,0.109085,0.9878203386760844,200000,22086,21817
1.0,1.0,0.17012542798525893,0.135345,0.13417,0.9913184823968378,200000,27069,26834
1.0,1.0,0.20917646557569972,0.16603,0.164825,0.9927422754923808,200000,33206,32965
1.0,1.0,0.25719138090593446,0.20331,0.20126,0.9899168757070483,200000,40662,40252
1.0,1.0,0.31622776601683794,0.248635,0.24698,0.9933436563637461,200000,49727,49396
1.0,2.0,0.0001,8.5e-05,0.0,0.0,200000,17,0
1.0,2.0,0.00012295426265956227,0.000115,0.0,0.0,200000,23,0
1.0,2.0,0.00015117750706156616,0.000125,0.0,0.0,200000,25,0
1.0,2.0,0.00018587918911465635,0.00015,0.0,0.0,200000,30,0
1.0,2.0,0.00022854638641349906,0.00019,0.0,0.0,200000,38,0
1.0,2.0,0.0002810075242497918,0.00022,0.0,0.0,200000,44,0
1.0,2.0,0.0003455107294592218,0.00027,0.0,0.0,200000,54,0
1.0,2.0,0.0004248201698162612,0.00032,0.0,0.0,200000,64,0
1.0,2.0,0.0005223345074266843,0.00039,0.0,0.0,200000,78,0
1.0,2.0,0.0006422325422229357,0.000505,0.0,0.0,200000,101,0
1.0,2.0,0.0007896522868499724,0.00061,0.0,0.0,200000,122,0
1.0,2.0,0.0009709111468707553,0.000765,5e-06,0.006535947712418302,200000,153,1
1.0,2.0,0.0011937766417144358,0.000945,5e-06,0.005291005291005292,200000,189,1
1.0,2.0,0.0014677992676220704,0.00116,5e-06,0.004310344827586207,200000,232,1
1.0,2.0,0.0018047217668271701,0.001335,5e-06,0.003745318352059925,200000,267,1
1.0,2.0,0.0022189823414589718,0.001725,5e-06,0.0028985507246376816,200000,345,1
1.0,2.0,0.0027283333764867696,0.002155,1e-05,0.0046403712296983765,200000,431,2
1.0,2.0,0.0033546021859540433,0.002665,1e-05,0.0037523452157598503,200000,533,2
1.0,2.0,0.004124626382901352,0.003295,1e-05,0.0030349013657056147,200000,659,2
1.0,2.0,0.005071403956558132,0.00413,1.5e-05,0.0036319612590799033,200000,826,3
1.0,2.0,0.006235507341273912,0.005165,1.5e-05,0.002904162633107454,200000,1033,3
1.0,2.0,0.007666822074546214,0.006305,3e-05,0.004758128469468676,200000,1261,6
1.0,2.0,0.009426684551178854,0.00774,4e-05,0.00516795865633075,200000,1548,8
1.0,2.0,0.011590510483144828,0.009535,5e-05,0.005243838489774515,200000,1907,10
1.0,2.0,0.014251026703029978,0.011655,0.00011,0.009438009438009438,200000,2331,22
1.0,2.0,0.017522244804127837,0.014435,0.000155,0.010737790093522688,200000,2887,31
1.0,2.0,0.021544346900318846,0.0176,0.000255,0.014488636363636363,200000,3520,51
1.0,2.0,0.02648969287610527,0.021505,0.00037,0.017205301092769125,200000,4301,74
1.0,2.0,0.03257020655659783,0.02651,0.00052,0.019615239532251978,200000,5302,104
1.0,2.0,0.04004645731836127,0.032495,0.00081,0.024926911832589625,200000,6499,162
1.0,2.0,0.04923882631706741,0.039195,0.00126,0.03214695752009185,200000,7839,252
1.0,2.0,0.06054123584037269,0.04837,0.0019,0.0392805457928468,200000,9674,380
1.0,2.0,0.07443803013251689,0.060205,0.002855,0.04742131052238186,200000,12041,571
1.0,2.0,0.09152473108773893,0.07382,0.004225,0.0572338119750745,200000,14764,845
1.0,2.0,0.11253355826007645,0.0905,0.006375,0.07044198895027624,200000,18100,1275
1.0,2.0,0.13836480680324595,0.11043,0.00963,0.08720456397718011,200000,22086,1926
1.0,2.0,0.17012542798525893,0.135345,0.014245,0.1052495474528058,200000,27069,2849
1.0,2.0,0.20917646557569972,0.16603,0.02154,0.12973558995362283,200000,33206,4308
1.0,2.0,0.25719138090593446,0.20331,0.032575,0.16022330431360976,200000,40662,6515
1.0,2.0,0.31622776601683794,0.248635,0.04877,0.19615098437468578,200000,49727,9754
1.0,4.0,0.0001,8.5e-05,0.0,0.0,200000,17,0
1.0,4.0,0.00012295426265956227,0.000115,0.0,0.0,200000,23,0
1.0,4.0,0.00015117750706156616,0.000125,0.0,0.0,200000,25,0
1.0,4.0,0.00018587918911465635,0.00015,0.0,0.0,200000,30,0
1.0,4.0,0.00022854638641349906,0.00019,0.0,0.0,200000,38,0
1.0,4.0,0.0002810075242497918,0.00022,0.0,0.0,200000,44,0
1.0,4.0,0.0003455107294592218,0.00027,0.0,0.0,200000,54,0
1.0,4.0,0.0004248201698162612,0.00032,0.0,0.0,200000,64,0
1.0,4.0,0.0005223345074266843,0.00039,0.0,0.0,200000,78,0
1.0,4.0,0.0006422325422229357,0.000505,0.0,0.0,200000,101,0
1.0,4.0,0.0007896522868499724,0.00061,0.0,0.0,200000,122,0
1.0,4.0,0.0009709111468707553,0.000765,0.0,0.0,200000,153,0
1.0,4.0,0.0011937766417144358,0.000945,0.0,0.0,200000,189,0
1.0,4.0,0.0014677992676220704,0.00116,0.0,0.0,200000,232,0
1.0,4.0,0.0018047217668271701,0.001335,0.0,0.0,200000,267,0
1.0,4.0,0.0022189823414589718,0.001725,0.0,0.0,200000,345,0
1.0,4.0,0.0027283333764867696,0.002155,0.0,0.0,200000,431,0
1.0,4.0,0.0033546021859540433,0.002665,0.0,0.0,200000,533,0
1.0,4.0,0.004124626382901352,0.003295,0.0,0.0,200000,659,0
1.0,4.0,0.005071403956558132,0.00413,0.0,0.0,200000,826,0
1.0,4.0,0.006235507341273912,0.005165,0.0,0.0,200000,1033,0
1.0,4.0,0.007666822074546214,0.006305,0.0,0.0,200000,1261,0
1.0,4.0,0.009426684551178854,0.00774,0.0,0.0,200000,1548,0
1.0,4.0,0.011590510483144828,0.009535,0.0,0.0,200000,1907,0
1.0,4.0,0.014251026703029978,0.011655,0.0,0.0,200000,2331,0
1.0,4.0,0.017522244804127837,0.014435,0.0,0.0,200000,2887,0
1.0,4.0,0.021544346900318846,0.0176,0.0,0.0,200000,3520,0
1.0,4.0,0.02648969287610527,0.021505,0.0,0.0,200000,4301,0
1.0,4.0,0.03257020655659783,0.02651,0.0,0.0,200000,5302,0
1.0,4.0,0.04004645731836127,0.032495,0.0,0.0,200000,6499,0
1.0,4.0,0.04923882631706741,0.039195,0.0,0.0,200000,7839,0
1.0,4.0,0.06054123584037269,0.04837,0.0,0.0,200000,9674,0
1.0,4.0,0.07443803013251689,0.060205,5e-06,8.304958059961798e-05,200000,12041,1
1.0,4.0,0.09152473108773893,0.07382,1.5e-05,0.0002031969655919805,200000,14764,3
1.0,4.0,0.11253355826007645,0.0905,5e-05,0.0005524861878453039,200000,18100,10
1.0,4.0,0.13836480680324595,0.11043,8e-05,0.0007244408222403334,200000,22086,16
1.0,4.0,0.17012542798525893,0.135345,0.000145,0.0010713362148583251,200000,27069,29
1.0,4.0,0.20917646557569972,0.16603,0.00026,0.001565982051436487,200000,33206,52
1.0,4.0,0.25719138090593446,0.20331,0.000505,0.002483891594117358,200000,40662,101
1.0,4.0,0.31622776601683794,0.248635,0.001295,0.005208438071872423,200000,49727,259
2.0,0.25,0.0001,0.0,0.0969,,200000,0,19380
2.0,0.25,0.00012295426265956227,0.0,0.10171,,200000,0,20342
2.0,0.25,0.00015117750706156616,0.0,0.107145,,200000,0,21429
2.0,0.25,0.00018587918911465635,0.0,0.11294,,200000,0,22588
2.0,0.25,0.00022854638641349906,0.0,0.119025,,200000,0,23805
2.0,0.25,0.0002810075242497918,0.0,0.125275,,200000,0,25055
2.0,0.25,0.0003455107294592218,0.0,0.131765,,200000,0,26353
2.0,0.25,0.0004248201698162612,0.0,0.13881,,200000,0,27762
2.0,0.25,0.0005223345074266843,0.0,0.14644,,200000,0,29288
2.0,0.25,0.0006422325422229357,0.0,0.15446,,200000,0,30892
2.0,0.25,0.0007896522868499724,0.0,0.162335,,200000,0,32467
2.0,0.25,0.0009709111468707553,0.0,0.17107,,200000,0,34214
2.0,0.25,0.0011937766417144358,0.0,0.18048,,200000,0,36096
2.0,0.25,0.0014677992676220704,0.0,0.19043,,200000,0,38086
2.0,0.25,0.0018047217668271701,0.0,0.20051,,200000,0,40102
2.0,0.25,0.0022189823414589718,0.0,0.21116,,200000,0,42232
2.0,0.25,0.0027283333764867696,5e-06,0.22199,44397.99999999999,200000,1,44398
2.0,0.25,0.0033546021859540433,5e-06,0.234165,46833.0,200000,1,46833
2.0,0.25,0.004124626382901352,5e-06,0.24632,49264.0,200000,1,49264
2.0,0.25,0.005071403956558132,5e-06,0.259835,51966.99999999999,200000,1,51967
2.0,0.25,0.006235507341273912,1.5e-05,0.273035,18202.333333333336,200000,3,54607
2.0,0.25,0.007666822074546214,1.5e-05,0.287575,19171.666666666668,200000,3,57515
2.0,0.25,0.009426684551178854,3e-05,0.303225,10107.5,200000,6,60645
2.0,0.25,0.011590510483144828,6e-05,0.31941,5323.5,200000,12,63882
2.0,0.25,0.014251026703029978,7.5e-05,0.33617,4482.266666666667,200000,15,67234
2.0,0.25,0.017522244804127837,0.000105,0.354465,3375.8571428571427,200000,21,70893
2.0,0.25,0.021544346900318846,0.00017,0.374015,2200.0882352941176,200000,34,74803
2.0,0.25,0.02648969287610527,0.0003,0.39312,1310.4,200000,60,78624
2.0,0.25,0.03257020655659783,0.00043,0.413855,962.453488372093,200000,86,82771
2.0,0.25,0.04004645731836127,0.00078,0.43606,559.0512820512821,200000,156,87212
2.0,0.25,0.04923882631706741,0.001235,0.460205,372.63562753036433,200000,247,92041
2.0,0.25,0.06054123584037269,0.001855,0.484545,261.21024258760104,200000,371,96909
2.0,0.25,0.07443803013251689,0.002735,0.51,186.47166361974405,200000,547,102000
2.0,0.25,0.09152473108773893,0.004065,0.53722,132.15744157441574,200000,813,107444
2.0,0.25,0.11253355826007645,0.00633,0.56463,89.19905213270142,200000,1266,112926
2.0,0.25,0.13836480680324595,0.00964,0.59475,61.69605809128631,200000,1928,118950
2.0,0.25,0.17012542798525893,0.014505,0.62538,43.11478800413651,200000,2901,125076
2.0,0.25,0.20917646557569972,0.021755,0.6581,30.250517122500575,200000,4351,131620
2.0,0.25,0.25719138090593446,0.03289,0.691855,21.03542110063849,200000,6578,138371
2.0,0.25,0.31622776601683794,0.049015,0.727415,14.84066102213608,200000,9803,145483
2.0,0.5,0.0001,0.0,0.00916,,200000,0,1832
2.0,0.5,0.00012295426265956227,0.0,0.0102,,200000,0,2040
2.0,0.5,0.00015117750706156616,0.0,0.011445,,200000,0,2289
2.0,0.5,0.00018587918911465635,0.0,0.012675,,200000,0,2535
2.0,0.5,0.00022854638641349906,0.0,0.01417,,200000,0,2834
2.0,0.5,0.0002810075242497918,0.0,0.015645,,200000,0,3129
2.0,0.5,0.0003455107294592218,0.0,0.017305,,200000,0,3461
2.0,0.5,0.0004248201698162612,0.0,0.0192,,200000,0,3840
2.0,0.5,0.0005223345074266843,0.0,0.021265,,200000,0,4253
2.0,0.5,0.0006422325422229357,0.0,0.02362,,200000,0,4724
2.0,0.5,0.0007896522868499724,0.0,0.026055,,200000,0,5211
2.0,0.5,0.0009709111468707553,0.0,0.02894,,200000,0,5788
2.0,0.5,0.0011937766417144358,0.0,0.032205,,200000,0,6441
2.0,0.5,0.0014677992676220704,0.0,0.035665,,200000,0,7133
2.0,0.5,0.0018047217668271701,0.0,0.039665,,200000,0,7933
2.0,0.5,0.0022189823414589718,0.0,0.04361,,200000,0,8722
2.0,0.5,0.0027283333764867696,5e-06,0.04834,9668.0,200000,1,9668
2.0,0.5,0.0033546021859540433,5e-06,0.053635,10727.0,200000,1,10727
2.0,0.5,0.004124626382901352,5e-06,0.059765,11952.999999999998,200000,1,11953
2.0,0.5,0.005071403956558132,5e-06,0.06624,13247.999999999998,200000,1,13248
2.0,0.5,0.006235507341273912,1.5e-05,0.0732,4880.0,200000,3,14640
2.0,0.5,0.007666822074546214,1.5e-05,0.08116,5410.666666666666,200000,3,16232
2.0,0.5,0.009426684551178854,3e-05,0.09004,3001.333333333333,200000,6,18008
2.0,0.5,0.011590510483144828,6e-05,0.099795,1663.2499999999998,200000,12,19959
2.0,0.5,0.014251026703029978,7.5e-05,0.110295,1470.6000000000001,200000,15,22059
2.0,0.5,0.017522244804127837,0.000105,0.12221,1163.904761904762,200000,21,24442
2.0,0.5,0.021544346900318846,0.00017,0.13598,799.8823529411764,200000,34,27196
2.0,0.5,0.02648969287610527,0.0003,0.15097,503.23333333333335,200000,60,30194
2.0,0.5,0.03257020655659783,0.00043,0.167335,389.1511627906977,200000,86,33467
2.0,0.5,0.04004645731836127,0.00078,0.185805,238.21153846153845,200000,156,37161
2.0,0.5,0.04923882631706741,0.001235,0.20597,166.77732793522267,200000,247,41194
2.0,0.5,0.06054123584037269,0.001855,0.228455,123.15633423180591,200000,371,45691
2.0,0.5,0.07443803013251689,0.002735,0.25341,92.65447897623402,200000,547,50682
2.0,0.5,0.09152473108773893,0.004065,0.280955,69.11562115621156,200000,813,56191
2.0,0.5,0.11253355826007645,0.00633,0.31138,49.191153238546605,200000,1266,62276
2.0,0.5,0.13836480680324595,0.00964,0.344815,35.7691908713693,200000,1928,68963
2.0,0.5,0.17012542798525893,0.014505,0.382245,26.35263702171665,200000,2901,76449
2.0,0.5,0.20917646557569972,0.021755,0.422865,19.437600551597335,200000,4351,84573
2.0,0.5,0.25719138090593446,0.03289,0.468055,14.230921252660382,200000,6578,93611
2.0,0.5,0.31622776601683794,0.049015,0.51722,10.552279914311946,200000,9803,103444
2.0,1.0,0.0001,0.0,7e-05,,200000,0,14
2.0,1.0,0.00012295426265956227,0.0,9e-05,,200000,0,18
2.0,1.0,0.00015117750706156616,0.0,0.000125,,200000,0,25
2.0,1.0,0.00018587918911465635,0.0,0.00015,,200000,0,30
2.0,1.0,0.00022854638641349906,0.0,0.000185,,200000,0,37
2.0,1.0,0.0002810075242497918,0.0,0.00021,,200000,0,42
2.0,1.0,0.0003455107294592218,0.0,0.000285,,200000,0,57
2.0,1.0,0.0004248201698162612,0.0,0.000335,,200000,0,67
2.0,1.0,0.0005223345074266843,0.0,0.00045,,200000,0,90
2.0,1.0,0.0006422325422229357,0.0,0.000535,,200000,0,107
2.0,1.0,0.0007896522868499724,0.0,0.00071,,200000,0,142
2.0,1.0,0.0009709111468707553,0.0,0.00087,,200000,0,174
2.0,1.0,0.0011937766417144358,0.0,0.001005,,200000,0,201
2.0,1.0,0.0014677992676220704,0.0,0.00121,,200000,0,242
2.0,1.0,0.0018047217668271701,0.0,0.001485,,200000,0,297
2.0,1.0,0.0022189823414589718,0.0,0.001795,,200000,0,359
2.0,1.0,0.0027283333764867696,5e-06,0.00219,438.0,200000,1,438
2.0,1.0,0.0033546021859540433,5e-06,0.00272,544.0,200000,1,544
2.0,1.0,0.004124626382901352,5e-06,0.003365,672.9999999999999,200000,1,673
2.0,1.0,0.005071403956558132,5e-06,0.004175,834.9999999999999,200000,1,835
2.0,1.0,0.006235507341273912,1.5e-05,0.005125,341.6666666666667,200000,3,1025
2.0,1.0,0.007666822074546214,1.5e-05,0.006415,427.66666666666663,200000,3,1283
2.0,1.0,0.009426684551178854,3e-05,0.00783,261.0,200000,6,1566
2.0,1.0,0.011590510483144828,6e-05,0.009505,158.41666666666666,200000,12,1901
2.0,1.0,0.014251026703029978,7.5e-05,0.01166,155.4666666666667,200000,15,2332
2.0,1.0,0.017522244804127837,0.000105,0.014175,135.0,200000,21,2835
2.0,1.0,0.021544346900318846,0.00017,0.017245,101.44117647058823,200000,34,3449
2.0,1.0,0.02648969287610527,0.0003,0.02129,70.96666666666667,200000,60,4258
2.0,1.0,0.03257020655659783,0.00043,0.02611,60.720930232558146,200000,86,5222
2.0,1.0,0.04004645731836127,0.00078,0.03208,41.128205128205124,200000,156,6416
2.0,1.0,0.04923882631706741,0.001235,0.039595,32.06072874493927,200000,247,7919
2.0,1.0,0.06054123584037269,0.001855,0.04906,26.44743935309973,200000,371,9812
2.0,1.0,0.07443803013251689,0.002735,0.060115,21.979890310786107,200000,547,12023
2.0,1.0,0.09152473108773893,0.004065,0.07373,18.137761377613778,200000,813,14746
2.0,1.0,0.11253355826007645,0.00633,0.09054,14.303317535545023,200000,1266,18108
2.0,1.0,0.13836480680324595,0.00964,0.11071,11.484439834024897,200000,1928,22142
2.0,1.0,0.17012542798525893,0.014505,0.13546,9.338848672871423,200000,2901,27092
2.0,1.0,0.20917646557569972,0.021755,0.16641,7.649276028499195,200000,4351,33282
2.0,1.0,0.25719138090593446,0.03289,0.20358,6.189723320158103,200000,6578,40716
2.0,1.0,0.31622776601683794,0.049015,0.248775,5.075487095787004,200000,9803,49755
2.0,2.0,0.0001,0.0,0.0,,200000,0,0
2.0,2.0,0.00012295426265956227,0.0,0.0,,200000,0,0
2.0,2.0,0.00015117750706156616,0.0,0.0,,200000,0,0
2.0,2.0,0.00018587918911465635,0.0,0.0,,200000,0,0
2.0,2.0,0.00022854638641349906,0.0,0.0,,200000,0,0
2.0,2.0,0.0002810075242497918,0.0,0.0,,200000,0,0
2.0,2.0,0.0003455107294592218,0.0,0.0,,200000,0,0
2.0,2.0,0.0004248201698162612,0.0,0.0,,200000,0,0
2.0,2.0,0.0005223345074266843,0.0,0.0,,200000,0,0
2.0,2.0,0.0006422325422229357,0.0,0.0,,200000,0,0
2.0,2.0,0.0007896522868499724,0.0,0.0,,200000,0,0
2.0,2.0,0.0009709111468707553,0.0,0.0,,200000,0,0
2.0,2.0,0.0011937766417144358,0.0,0.0,,200000,0,0
2.0,2.0,0.0014677992676220704,0.0,0.0,,200000,0,0
2.0,2.0,0.0018047217668271701,0.0,0.0,,200000,0,0
2.0,2.0,0.0022189823414589718,0.0,0.0,,200000,0,0
2.0,2.0,0.0027283333764867696,5e-06,0.0,0.0,200000,1,0
2.0,2.0,0.0033546021859540433,5e-06,0.0,0.0,200000,1,0
2.0,2.0,0.004124626382901352,5e-06,1.5e-05,3.0,200000,1,3
2.0,2.0,0.005071403956558132,5e-06,2e-05,4.0,200000,1,4
2.0,2.0,0.006235507341273912,1.5e-05,3e-05,2.0,200000,3,6
2.0,2.0,0.007666822074546214,1.5e-05,4e-05,2.666666666666667,200000,3,8
2.0,2.0,0.009426684551178854,3e-05,4.5e-05,1.5,200000,6,9
2.0,2.0,0.011590510483144828,6e-05,6e-05,1.0,200000,12,12
2.0,2.0,0.014251026703029978,7.5e-05,9e-05,1.2000000000000002,200000,15,18
2.0,2.0,0.017522244804127837,0.000105,0.00014,1.3333333333333333,200000,21,28
2.0,2.0,0.021544346900318846,0.00017,0.00024,1.4117647058823528,200000,34,48
2.0,2.0,0.02648969287610527,0.0003,0.000325,1.0833333333333335,200000,60,65
2.0,2.0,0.03257020655659783,0.00043,0.000455,1.058139534883721,200000,86,91
2.0,2.0,0.04004645731836127,0.00078,0.00075,0.9615384615384616,200000,156,150
2.0,2.0,0.04923882631706741,0.001235,0.00114,0.923076923076923,200000,247,228
2.0,2.0,0.06054123584037269,0.001855,0.00177,0.954177897574124,200000,371,354
2.0,2.0,0.07443803013251689,0.002735,0.002725,0.9963436928702011,200000,547,545
2.0,2.0,0.09152473108773893,0.004065,0.004205,1.0344403444034442,200000,813,841
2.0,2.0,0.11253355826007645,0.00633,0.00613,0.9684044233807267,200000,1266,1226
2.0,2.0,0.13836480680324595,0.00964,0.00942,0.9771784232365146,200000,1928,1884
2.0,2.0,0.17012542798525893,0.014505,0.0142,0.9789727680110307,200000,2901,2840
2.0,2.0,0.20917646557569972,0.021755,0.021695,0.9972420133302689,200000,4351,4339
2.0,2.0,0.25719138090593446,0.03289,0.032645,0.992550927333536,200000,6578,6529
2.0,2.0,0.31622776601683794,0.049015,0.048955,0.9987758849331836,200000,9803,9791
2.0,4.0,0.0001,0.0,0.0,,200000,0,0
2.0,4.0,0.00012295426265956227,0.0,0.0,,200000,0,0
2.0,4.0,0.00015117750706156616,0.0,0.0,,200000,0,0
2.0,4.0,0.00018587918911465635,0.0,0.0,,200000,0,0
2.0,4.0,0.00022854638641349906,0.0,0.0,,200000,0,0
2.0,4.0,0.0002810075242497918,0.0,0.0,,200000,0,0
2.0,4.0,0.0003455107294592218,0.0,0.0,,200000,0,0
2.0,4.0,0.0004248201698162612,0.0,0.0,,200000,0,0
2.0,4.0,0.0005223345074266843,0.0,0.0,,200000,0,0
2.0,4.0,0.0006422325422229357,0.0,0.0,,200000,0,0
2.0,4.0,0.0007896522868499724,0.0,0.0,,200000,0,0
2.0,4.0,0.0009709111468707553,0.0,0.0,,200000,0,0
2.0,4.0,0.0011937766417144358,0.0,0.0,,200000,0,0
2.0,4.0,0.0014677992676220704,0.0,0.0,,200000,0,0
2.0,4.0,0.0018047217668271701,0.0,0.0,,200000,0,0
2.0,4.0,0.0022189823414589718,0.0,0.0,,200000,0,0
2.0,4.0,0.0027283333764867696,5e-06,0.0,0.0,200000,1,0
2.0,4.0,0.0033546021859540433,5e-06,0.0,0.0,200000,1,0
2.0,4.0,0.004124626382901352,5e-06,0.0,0.0,200000,1,0
2.0,4.0,0.005071403956558132,5e-06,0.0,0.0,200000,1,0
2.0,4.0,0.006235507341273912,1.5e-05,0.0,0.0,200000,3,0
2.0,4.0,0.007666822074546214,1.5e-05,0.0,0.0,200000,3,0
2.0,4.0,0.009426684551178854,3e-05,0.0,0.0,200000,6,0
2.0,4.0,0.011590510483144828,6e-05,0.0,0.0,200000,12,0
2.0,4.0,0.014251026703029978,7.5e-05,0.0,0.0,200000,15,0
2.0,4.0,0.017522244804127837,0.000105,0.0,0.0,200000,21,0
2.0,4.0,0.021544346900318846,0.00017,0.0,0.0,200000,34,0
2.0,4.0,0.02648969287610527,0.0003,0.0,0.0,200000,60,0
2.0,4.0,0.03257020655659783,0.00043,0.0,0.0,200000,86,0
2.0,4.0,0.04004645731836127,0.00078,0.0,0.0,200000,156,0
2.0,4.0,0.04923882631706741,0.001235,0.0,0.0,200000,247,0
2.0,4.0,0.06054123584037269,0.001855,0.0,0.0,200000,371,0
2.0,4.0,0.07443803013251689,0.002735,0.0,0.0,200000,547,0
2.0,4.0,0.09152473108773893,0.004065,1.5e-05,0.0036900369003690036,200000,813,3
2.0,4.0,0.11253355826007645,0.00633,2e-05,0.0031595576619273306,200000,1266,4
2.0,4.0,0.13836480680324595,0.00964,4e-05,0.004149377593360997,200000,1928,8
2.0,4.0,0.17012542798525893,0.014505,6.5e-05,0.0044812133746983795,200000,2901,13
2.0,4.0,0.20917646557569972,0.021755,0.00021,0.009652953344058838,200000,4351,42
2.0,4.0,0.25719138090593446,0.03289,0.000545,0.016570386135603528,200000,6578,109
2.0,4.0,0.31622776601683794,0.049015,0.00121,0.024686320514128324,200000,9803,242
