a_p,a_q,alpha,r,p_mass,q_mass,local_mass_ratio,local_rekl_q_p,local_rekl_p_q,normalised_local_rekl_q_p,normalised_local_rekl_p_q,estimated_MI_p,estimated_MI_q,theoretical_MI_p,theoretical_MI_q,estimated_slope_p,estimated_slope_q,slope_points_p,slope_points_q,mi_preserved_theoretical,mi_preserved_estimated,metrics_match_theoretical_classification,integration_status,integration_message,integration_error_q_p,integration_error_p_q
0.5,0.25,0.3,0.017522244804127837,0.12280129747315449,0.3542656270018388,2.8848687619060747,0.04426538615425899,0.05810905455369279,0.36046350539525707,0.16402679267946926,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,3.47052248050872e-12,2.6025639976445802e-12
0.5,0.25,0.3,0.021544346900318846,0.136165763861553,0.37304491381630767,2.73963809431277,0.04453535801154952,0.058391589596735606,0.32706722122038695,0.15652696882898237,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,7.864167650417642e-12,1.3583426050622904e-11
0.5,0.25,0.3,0.02648969287610527,0.15098347132458603,0.3928179183506829,2.6017279567390417,0.044745906701377035,0.05861043412302175,0.29636294826724285,0.14920509321241826,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.1171841229895563e-11,2.122820669248071e-11
0.5,0.25,0.3,0.03257020655659783,0.1674116232336577,0.4136361854126177,2.470773399259754,0.0448998428551154,0.05876934614201556,0.2682002718081787,0.14207979914375943,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,2.6041523104591846e-11,2.700343421091489e-11
0.5,0.25,0.3,0.04004645731836127,0.18562387303070224,0.435553318147958,2.346429427619568,0.04500206131065823,0.05887415240739858,0.24243681901419478,0.13517094223444523,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,3.372861712147568e-11,4.390736385584404e-11
0.5,0.25,0.3,0.04923882631706741,0.2058116683564369,0.4586246886819969,2.2283706863875343,0.045059980034303455,0.058933137165610265,0.2189379270579834,0.12849970492206442,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,2.8561909781732453e-11,8.42410863288734e-11
0.5,0.25,0.3,0.06054123584037269,0.2281854406446653,0.48290689860158714,2.1162914567962243,0.04508404628044787,0.058957484592627694,0.1975763491004389,0.12208871888837813,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,4.885438581458956e-11,2.106046864680522e-10
0.5,0.25,0.3,0.07443803013251689,0.2529754215615668,0.5084568385056725,2.0099060824449655,0.04508831561494872,0.05896177796960193,0.17823200110361528,0.11596220859746414,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.7507176264253133e-12,4.569826392297749e-10
0.5,0.25,0.3,0.09152473108773893,0.2804317099363569,0.53533010854508,1.9089499852444343,0.04509110502775478,0.05896455434218734,0.16079174868629537,0.11014615729804772,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.1795107252021708e-10,8.55199314142574e-11
0.5,0.25,0.3,0.11253355826007645,0.3108229512291547,0.5635784258999862,1.8131815030753218,0.045115712663448056,0.05898890426565592,0.14514923201467972,0.10466849253758378,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.2319457953768875e-10,1.2481082140025634e-10
0.5,0.25,0.3,0.13836480680324595,0.34443256206928974,0.5932454359037421,1.7223848765622762,0.045191177314422806,0.05906308928031414,0.13120471840096137,0.09955928137961689,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,2.2464041737890739e-10,1.1677851741165313e-10
0.5,0.25,0.3,0.17012542798525893,0.38155073716325316,0.6243600276352964,1.6363748430347103,0.0453530136882122,0.05922111143275747,0.11886496151311882,0.09485090142149512,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,2.8903666265955863e-10,3.550671562324581e-10
0.5,0.25,0.3,0.20917646557569972,0.42245937466675665,0.6569257927113803,1.5550034680366007,0.045643787908821176,0.059503106842337186,0.10804302294114267,0.09057812541770577,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,1.5945020304108937e-10,5.001107306057406e-10
0.5,0.25,0.3,0.25719138090593446,0.4674053720150183,0.6909046261969255,1.4781700587188071,0.0461132669425611,0.05995531383801278,0.09865797379213567,0.08677798869003951,2.001873410486283,4.00415941399671,2.0,4.0,0.49953208567622964,0.24974030666822536,40,40,True,True,True,ok,,2.2711282160470248e-10,7.531485157752371e-11
